TestSet,Experiment,Kind,Family,Members,Weights,Mode,Fusion,Feature,PTM,Duration,EER (%),MinDCF,Used Pairs,Missing Pairs,BankAlias,ResolvedMembers
full_length,ENS_representation_hc_train_raw_hc_wav2vec2__mfcc_pitch_mfcc__a60,ensemble,representation_hc,train_raw__wav2vec2__mfcc_pitch | train_raw__wav2vec2__mfcc_only,"0.6000,0.4000",ensemble,ensemble,ensemble,ensemble,multi,4.456614600433124,0.5436810046665657,9895,0,,grid_film_raw_w2v2_mfccpitch_bdrop0p05_aug_aam_C_augOn_ap0p3_fn0p003_en0p002_m0p18_s30 | Mode3_film_train_raw_wav2vec2_mfcc_only
full_length,ENS_representation_hc_train_raw_hc_wav2vec2__mfcc_pitch_mfcc__eq,ensemble,representation_hc,train_raw__wav2vec2__mfcc_pitch | train_raw__wav2vec2__mfcc_only,"0.5000,0.5000",ensemble,ensemble,ensemble,ensemble,multi,4.456614600433124,0.5471470375769725,9895,0,,grid_film_raw_w2v2_mfccpitch_bdrop0p05_aug_aam_C_augOn_ap0p3_fn0p003_en0p002_m0p18_s30 | Mode3_film_train_raw_wav2vec2_mfcc_only
full_length,ENS_representation_hc_train_raw_hc_wav2vec2__mfcc_pitch_mfcc_mfbe__a60,ensemble,representation_hc,train_raw__wav2vec2__mfcc_pitch | train_raw__wav2vec2__mfcc_only | train_raw__wav2vec2__mfbe_only,"0.6000,0.2500,0.1500",ensemble,ensemble,ensemble,ensemble,multi,4.490480758391182,0.5446759962841355,9895,0,,grid_film_raw_w2v2_mfccpitch_bdrop0p05_aug_aam_C_augOn_ap0p3_fn0p003_en0p002_m0p18_s30 | Mode3_film_train_raw_wav2vec2_mfcc_only | Mode3_film_train_raw_wav2vec2_mfbe_only
full_length,ENS_representation_ptm_train_raw_ptm_mfcc_pitch__wav2vec2_hubert__a60,ensemble,representation_ptm,train_raw__wav2vec2__mfcc_pitch | train_raw__hubert__mfcc_pitch,"0.6000,0.4000",ensemble,ensemble,ensemble,ensemble,multi,4.497193068768414,0.5325448810977063,9895,0,,grid_film_raw_w2v2_mfccpitch_bdrop0p05_aug_aam_C_augOn_ap0p3_fn0p003_en0p002_m0p18_s30 | Mode3_film_train_raw_hubert_mfcc_pitch
full_length,ENS_representation_hc_train_raw_hc_wav2vec2__mfcc_pitch_mfbe_pitch_mfcc__a60,ensemble,representation_hc,train_raw__wav2vec2__mfcc_pitch | train_raw__wav2vec2__mfbe_pitch | train_raw__wav2vec2__mfcc_only,"0.6000,0.2500,0.1500",ensemble,ensemble,ensemble,ensemble,multi,4.497193068768414,0.5508265142736202,9895,0,,grid_film_raw_w2v2_mfccpitch_bdrop0p05_aug_aam_C_augOn_ap0p3_fn0p003_en0p002_m0p18_s30 | Mode3_film_train_raw_wav2vec2_mfbe_pitch | Mode3_film_train_raw_wav2vec2_mfcc_only
full_length,ENS_representation_hc_train_raw_hc_wav2vec2__mfcc_pitch_mfbe_pitch_mfcc__a50,ensemble,representation_hc,train_raw__wav2vec2__mfcc_pitch | train_raw__wav2vec2__mfbe_pitch | train_raw__wav2vec2__mfcc_only,"0.5000,0.3000,0.2000",ensemble,ensemble,ensemble,ensemble,multi,4.497193068768414,0.5525595307288247,9895,0,,grid_film_raw_w2v2_mfccpitch_bdrop0p05_aug_aam_C_augOn_ap0p3_fn0p003_en0p002_m0p18_s30 | Mode3_film_train_raw_wav2vec2_mfbe_pitch | Mode3_film_train_raw_wav2vec2_mfcc_only
full_length,ENS_representation_hc_train_raw_hc_wav2vec2__mfcc_pitch_mfbe_pitch__a70,ensemble,representation_hc,train_raw__wav2vec2__mfcc_pitch | train_raw__wav2vec2__mfbe_pitch,"0.7000,0.3000",ensemble,ensemble,ensemble,ensemble,multi,4.497193068768414,0.5530044751297092,9895,0,,grid_film_raw_w2v2_mfccpitch_bdrop0p05_aug_aam_C_augOn_ap0p3_fn0p003_en0p002_m0p18_s30 | Mode3_film_train_raw_wav2vec2_mfbe_pitch
full_length,ENS_representation_hc_train_raw_hc_wav2vec2__mfcc_pitch_mfcc_pitch__a50,ensemble,representation_hc,train_raw__wav2vec2__mfcc_pitch | train_raw__wav2vec2__mfcc_only | train_raw__wav2vec2__pitch_only,"0.5000,0.3000,0.2000",ensemble,ensemble,ensemble,ensemble,multi,4.497193068768414,0.554701377928101,9895,0,,grid_film_raw_w2v2_mfccpitch_bdrop0p05_aug_aam_C_augOn_ap0p3_fn0p003_en0p002_m0p18_s30 | Mode3_film_train_raw_wav2vec2_mfcc_only | Mode3_film_train_raw_wav2vec2_pitch_only
full_length,ENS_duration_raw_vi_full_3s__a60,ensemble,duration,train_raw__wav2vec2__mfcc_pitch | train_vi_full__wav2vec2__mfcc_pitch | train_vi_3s__wav2vec2__mfcc_pitch,"0.6000,0.2500,0.1500",ensemble,ensemble,ensemble,ensemble,multi,4.503905379145647,0.5423387621270258,9895,0,,grid_film_raw_w2v2_mfccpitch_bdrop0p05_aug_aam_C_augOn_ap0p3_fn0p003_en0p002_m0p18_s30 | Mode3_film_train_vi_full_wav2vec2_mfcc_pitch_bdrop0p1 | Mode3_film_train_vi_3s_wav2vec2_mfcc_pitch
full_length,ENS_representation_hc_train_raw_hc_wav2vec2__mfcc_pitch_mfbe__a70,ensemble,representation_hc,train_raw__wav2vec2__mfcc_pitch | train_raw__wav2vec2__mfbe_only,"0.7000,0.3000",ensemble,ensemble,ensemble,ensemble,multi,4.503905379145647,0.5453524412996661,9895,0,,grid_film_raw_w2v2_mfccpitch_bdrop0p05_aug_aam_C_augOn_ap0p3_fn0p003_en0p002_m0p18_s30 | Mode3_film_train_raw_wav2vec2_mfbe_only
full_length,ENS_representation_hc_train_raw_hc_wav2vec2__mfcc_pitch_mfcc_mfbe_pitch__a50,ensemble,representation_hc,train_raw__wav2vec2__mfcc_pitch | train_raw__wav2vec2__mfcc_only | train_raw__wav2vec2__mfbe_only | train_raw__wav2vec2__pitch_only,"0.5000,0.2000,0.1500,0.1500",ensemble,ensemble,ensemble,ensemble,multi,4.503905379145647,0.5516261189333588,9895,0,,grid_film_raw_w2v2_mfccpitch_bdrop0p05_aug_aam_C_augOn_ap0p3_fn0p003_en0p002_m0p18_s30 | Mode3_film_train_raw_wav2vec2_mfcc_only | Mode3_film_train_raw_wav2vec2_mfbe_only | Mode3_film_train_raw_wav2vec2_pitch_only
full_length,ENS_representation_hc_train_raw_hc_wav2vec2__mfcc_pitch_mfcc_mfbe__a50,ensemble,representation_hc,train_raw__wav2vec2__mfcc_pitch | train_raw__wav2vec2__mfcc_only | train_raw__wav2vec2__mfbe_only,"0.5000,0.3000,0.2000",ensemble,ensemble,ensemble,ensemble,multi,4.531059226726477,0.5515464822828495,9895,0,,grid_film_raw_w2v2_mfccpitch_bdrop0p05_aug_aam_C_augOn_ap0p3_fn0p003_en0p002_m0p18_s30 | Mode3_film_train_raw_wav2vec2_mfcc_only | Mode3_film_train_raw_wav2vec2_mfbe_only
full_length,ENS_duration_raw_vi_full__a70,ensemble,duration,train_raw__wav2vec2__mfcc_pitch | train_vi_full__wav2vec2__mfcc_pitch,"0.7000,0.3000",ensemble,ensemble,ensemble,ensemble,multi,4.531059226726477,0.5518576195480047,9895,0,,grid_film_raw_w2v2_mfccpitch_bdrop0p05_aug_aam_C_augOn_ap0p3_fn0p003_en0p002_m0p18_s30 | Mode3_film_train_vi_full_wav2vec2_mfcc_pitch_bdrop0p1
full_length,ENS_representation_hc_train_raw_hc_wav2vec2__mfcc_pitch_mfbe_pitch_mfbe__a60,ensemble,representation_hc,train_raw__wav2vec2__mfcc_pitch | train_raw__wav2vec2__mfbe_pitch | train_raw__wav2vec2__mfbe_only,"0.6000,0.2500,0.1500",ensemble,ensemble,ensemble,ensemble,multi,4.537771537103709,0.549520385390895,9895,0,,grid_film_raw_w2v2_mfccpitch_bdrop0p05_aug_aam_C_augOn_ap0p3_fn0p003_en0p002_m0p18_s30 | Mode3_film_train_raw_wav2vec2_mfbe_pitch | Mode3_film_train_raw_wav2vec2_mfbe_only
full_length,ENS_representation_hc_train_raw_hc_wav2vec2__mfcc_pitch_mfbe_pitch_mfcc_mfbe__a50,ensemble,representation_hc,train_raw__wav2vec2__mfcc_pitch | train_raw__wav2vec2__mfbe_pitch | train_raw__wav2vec2__mfcc_only | train_raw__wav2vec2__mfbe_only,"0.5000,0.2000,0.1500,0.1500",ensemble,ensemble,ensemble,ensemble,multi,4.537771537103709,0.5520710633342434,9895,0,,grid_film_raw_w2v2_mfccpitch_bdrop0p05_aug_aam_C_augOn_ap0p3_fn0p003_en0p002_m0p18_s30 | Mode3_film_train_raw_wav2vec2_mfbe_pitch | Mode3_film_train_raw_wav2vec2_mfcc_only | Mode3_film_train_raw_wav2vec2_mfbe_only
full_length,ENS_representation_hc_train_raw_hc_wav2vec2__mfcc_pitch_mfcc_mfbe_pitch__a45,ensemble,representation_hc,train_raw__wav2vec2__mfcc_pitch | train_raw__wav2vec2__mfcc_only | train_raw__wav2vec2__mfbe_only | train_raw__wav2vec2__pitch_only,"0.4500,0.2500,0.1500,0.1500",ensemble,ensemble,ensemble,ensemble,multi,4.537771537103709,0.5545856276207791,9895,0,,grid_film_raw_w2v2_mfccpitch_bdrop0p05_aug_aam_C_augOn_ap0p3_fn0p003_en0p002_m0p18_s30 | Mode3_film_train_raw_wav2vec2_mfcc_only | Mode3_film_train_raw_wav2vec2_mfbe_only | Mode3_film_train_raw_wav2vec2_pitch_only
full_length,ENS_representation_hc_train_raw_hc_wav2vec2__mfcc_pitch_mfbe_pitch_mfcc_mfbe__a45,ensemble,representation_hc,train_raw__wav2vec2__mfcc_pitch | train_raw__wav2vec2__mfbe_pitch | train_raw__wav2vec2__mfcc_only | train_raw__wav2vec2__mfbe_only,"0.4500,0.2500,0.1500,0.1500",ensemble,ensemble,ensemble,ensemble,multi,4.537771537103709,0.555341709286819,9895,0,,grid_film_raw_w2v2_mfccpitch_bdrop0p05_aug_aam_C_augOn_ap0p3_fn0p003_en0p002_m0p18_s30 | Mode3_film_train_raw_wav2vec2_mfbe_pitch | Mode3_film_train_raw_wav2vec2_mfcc_only | Mode3_film_train_raw_wav2vec2_mfbe_only
full_length,ENS_representation_hc_train_raw_hc_wav2vec2__mfcc_pitch_mfbe_pitch_pitch__a60,ensemble,representation_hc,train_raw__wav2vec2__mfcc_pitch | train_raw__wav2vec2__mfbe_pitch | train_raw__wav2vec2__pitch_only,"0.6000,0.2500,0.1500",ensemble,ensemble,ensemble,ensemble,multi,4.537771537103709,0.5578562735733548,9895,0,,grid_film_raw_w2v2_mfccpitch_bdrop0p05_aug_aam_C_augOn_ap0p3_fn0p003_en0p002_m0p18_s30 | Mode3_film_train_raw_wav2vec2_mfbe_pitch | Mode3_film_train_raw_wav2vec2_pitch_only
full_length,ENS_representation_hc_train_raw_hc_wav2vec2__mfcc_pitch_mfbe_pitch_mfcc__eq,ensemble,representation_hc,train_raw__wav2vec2__mfcc_pitch | train_raw__wav2vec2__mfbe_pitch | train_raw__wav2vec2__mfcc_only,"0.3333,0.3333,0.3333",ensemble,ensemble,ensemble,ensemble,multi,4.537771537103709,0.5609315325680971,9895,0,,grid_film_raw_w2v2_mfccpitch_bdrop0p05_aug_aam_C_augOn_ap0p3_fn0p003_en0p002_m0p18_s30 | Mode3_film_train_raw_wav2vec2_mfbe_pitch | Mode3_film_train_raw_wav2vec2_mfcc_only
full_length,ENS_representation_hc_train_raw_hc_wav2vec2__mfcc_pitch_mfbe_pitch_mfcc_mfbe_pitch__a45,ensemble,representation_hc,train_raw__wav2vec2__mfcc_pitch | train_raw__wav2vec2__mfbe_pitch | train_raw__wav2vec2__mfcc_only | train_raw__wav2vec2__mfbe_only | train_raw__wav2vec2__pitch_only,"0.4500,0.2000,0.1500,0.1000,0.1000",ensemble,ensemble,ensemble,ensemble,multi,4.5716376950617725,0.5558482335098076,9895,0,,grid_film_raw_w2v2_mfccpitch_bdrop0p05_aug_aam_C_augOn_ap0p3_fn0p003_en0p002_m0p18_s30 | Mode3_film_train_raw_wav2vec2_mfbe_pitch | Mode3_film_train_raw_wav2vec2_mfcc_only | Mode3_film_train_raw_wav2vec2_mfbe_only | Mode3_film_train_raw_wav2vec2_pitch_only
full_length,ENS_representation_hc_train_raw_hc_wav2vec2__mfcc_pitch_mfbe_pitch_mfcc_pitch__a50,ensemble,representation_hc,train_raw__wav2vec2__mfcc_pitch | train_raw__wav2vec2__mfbe_pitch | train_raw__wav2vec2__mfcc_only | train_raw__wav2vec2__pitch_only,"0.5000,0.2000,0.1500,0.1500",ensemble,ensemble,ensemble,ensemble,multi,4.5716376950617725,0.5592165729412999,9895,0,,grid_film_raw_w2v2_mfccpitch_bdrop0p05_aug_aam_C_augOn_ap0p3_fn0p003_en0p002_m0p18_s30 | Mode3_film_train_raw_wav2vec2_mfbe_pitch | Mode3_film_train_raw_wav2vec2_mfcc_only | Mode3_film_train_raw_wav2vec2_pitch_only
full_length,ENS_representation_hc_train_raw_hc_wav2vec2__mfcc_pitch_mfcc_mfbe__eq,ensemble,representation_hc,train_raw__wav2vec2__mfcc_pitch | train_raw__wav2vec2__mfcc_only | train_raw__wav2vec2__mfbe_only,"0.3333,0.3333,0.3333",ensemble,ensemble,ensemble,ensemble,multi,4.5716376950617725,0.5630117999452695,9895,0,,grid_film_raw_w2v2_mfccpitch_bdrop0p05_aug_aam_C_augOn_ap0p3_fn0p003_en0p002_m0p18_s30 | Mode3_film_train_raw_wav2vec2_mfcc_only | Mode3_film_train_raw_wav2vec2_mfbe_only
full_length,ENS_representation_ptm_train_raw_ptm_mfcc_only__wav2vec2_wavlm_hubert__a50,ensemble,representation_ptm,train_raw__wav2vec2__mfcc_only | train_raw__wavlm__mfcc_only | train_raw__hubert__mfcc_only,"0.5000,0.3000,0.2000",ensemble,ensemble,ensemble,ensemble,multi,4.578350005439,0.5390320025176376,9895,0,,Mode3_film_train_raw_wav2vec2_mfcc_only | Mode3_film_train_raw_wavlm_mfcc_only | Mode3_film_train_raw_hubert_mfcc_only
full_length,ENS_representation_hc_train_raw_hc_wav2vec2__mfcc_pitch_mfbe_pitch__a60,ensemble,representation_hc,train_raw__wav2vec2__mfcc_pitch | train_raw__wav2vec2__mfbe_pitch,"0.6000,0.4000",ensemble,ensemble,ensemble,ensemble,multi,4.578350005439,0.5566658949979516,9895,0,,grid_film_raw_w2v2_mfccpitch_bdrop0p05_aug_aam_C_augOn_ap0p3_fn0p003_en0p002_m0p18_s30 | Mode3_film_train_raw_wav2vec2_mfbe_pitch
full_length,ENS_representation_hc_train_raw_hc_wav2vec2__mfcc_pitch_pitch__a70,ensemble,representation_hc,train_raw__wav2vec2__mfcc_pitch | train_raw__wav2vec2__pitch_only,"0.7000,0.3000",ensemble,ensemble,ensemble,ensemble,multi,4.578350005439,0.5591804592844873,9895,0,,grid_film_raw_w2v2_mfccpitch_bdrop0p05_aug_aam_C_augOn_ap0p3_fn0p003_en0p002_m0p18_s30 | Mode3_film_train_raw_wav2vec2_pitch_only
full_length,ENS_duration_raw_vi_full_3s_5s__a50,ensemble,duration,train_raw__wav2vec2__mfcc_pitch | train_vi_full__wav2vec2__mfcc_pitch | train_vi_3s__wav2vec2__mfcc_pitch | train_vi_5s__wav2vec2__mfcc_pitch,"0.5000,0.2000,0.1500,0.1500",ensemble,ensemble,ensemble,ensemble,multi,4.578350005439,0.5618649443635628,9895,0,,grid_film_raw_w2v2_mfccpitch_bdrop0p05_aug_aam_C_augOn_ap0p3_fn0p003_en0p002_m0p18_s30 | Mode3_film_train_vi_full_wav2vec2_mfcc_pitch_bdrop0p1 | Mode3_film_train_vi_3s_wav2vec2_mfcc_pitch | Mode3_film_train_vi_5s_wav2vec2_mfcc_pitch
full_length,ENS_duration_raw_vi_full_3s_7s__a50,ensemble,duration,train_raw__wav2vec2__mfcc_pitch | train_vi_full__wav2vec2__mfcc_pitch | train_vi_3s__wav2vec2__mfcc_pitch | train_vi_7s__wav2vec2__mfcc_pitch,"0.5000,0.2000,0.1500,0.1500",ensemble,ensemble,ensemble,ensemble,multi,4.578350005439,0.5710004372057593,9895,0,,grid_film_raw_w2v2_mfccpitch_bdrop0p05_aug_aam_C_augOn_ap0p3_fn0p003_en0p002_m0p18_s30 | Mode3_film_train_vi_full_wav2vec2_mfcc_pitch_bdrop0p1 | Mode3_film_train_vi_3s_wav2vec2_mfcc_pitch | Mode3_film_train_vi_7s_wav2vec2_mfcc_pitch
full_length,ENS_representation_hc_train_raw_hc_wav2vec2__mfcc_pitch_mfbe_pitch_mfcc_pitch__a45,ensemble,representation_hc,train_raw__wav2vec2__mfcc_pitch | train_raw__wav2vec2__mfbe_pitch | train_raw__wav2vec2__mfcc_only | train_raw__wav2vec2__pitch_only,"0.4500,0.2500,0.1500,0.1500",ensemble,ensemble,ensemble,ensemble,multi,4.5850623158162325,0.5629937431168642,9895,0,,grid_film_raw_w2v2_mfccpitch_bdrop0p05_aug_aam_C_augOn_ap0p3_fn0p003_en0p002_m0p18_s30 | Mode3_film_train_raw_wav2vec2_mfbe_pitch | Mode3_film_train_raw_wav2vec2_mfcc_only | Mode3_film_train_raw_wav2vec2_pitch_only
full_length,ENS_representation_hc_train_raw_hc_wav2vec2__mfcc_pitch_mfbe_pitch_mfcc_mfbe__eq,ensemble,representation_hc,train_raw__wav2vec2__mfcc_pitch | train_raw__wav2vec2__mfbe_pitch | train_raw__wav2vec2__mfcc_only | train_raw__wav2vec2__mfbe_only,"0.2500,0.2500,0.2500,0.2500",ensemble,ensemble,ensemble,ensemble,multi,4.5850623158162325,0.5699619225944927,9895,0,,grid_film_raw_w2v2_mfccpitch_bdrop0p05_aug_aam_C_augOn_ap0p3_fn0p003_en0p002_m0p18_s30 | Mode3_film_train_raw_wav2vec2_mfbe_pitch | Mode3_film_train_raw_wav2vec2_mfcc_only | Mode3_film_train_raw_wav2vec2_mfbe_only
full_length,ENS_representation_ptm_train_raw_ptm_mfcc_only__wav2vec2_wavlm_hubert__a60,ensemble,representation_ptm,train_raw__wav2vec2__mfcc_only | train_raw__wavlm__mfcc_only | train_raw__hubert__mfcc_only,"0.6000,0.2500,0.1500",ensemble,ensemble,ensemble,ensemble,multi,4.612216163397062,0.5451644636787168,9895,0,,Mode3_film_train_raw_wav2vec2_mfcc_only | Mode3_film_train_raw_wavlm_mfcc_only | Mode3_film_train_raw_hubert_mfcc_only
full_length,ENS_representation_ptm_train_raw_ptm_mfcc_only__wav2vec2_wavlm__eq,ensemble,representation_ptm,train_raw__wav2vec2__mfcc_only | train_raw__wavlm__mfcc_only,"0.5000,0.5000",ensemble,ensemble,ensemble,ensemble,multi,4.612216163397062,0.5464270695677453,9895,0,,Mode3_film_train_raw_wav2vec2_mfcc_only | Mode3_film_train_raw_wavlm_mfcc_only
full_length,ENS_duration_raw_vi_full_3s__a50,ensemble,duration,train_raw__wav2vec2__mfcc_pitch | train_vi_full__wav2vec2__mfcc_pitch | train_vi_3s__wav2vec2__mfcc_pitch,"0.5000,0.3000,0.2000",ensemble,ensemble,ensemble,ensemble,multi,4.612216163397062,0.550399626701143,9895,0,,grid_film_raw_w2v2_mfccpitch_bdrop0p05_aug_aam_C_augOn_ap0p3_fn0p003_en0p002_m0p18_s30 | Mode3_film_train_vi_full_wav2vec2_mfcc_pitch_bdrop0p1 | Mode3_film_train_vi_3s_wav2vec2_mfcc_pitch
full_length,ENS_representation_hc_train_raw_hc_wav2vec2__mfcc_pitch_mfbe_pitch_mfcc_mfbe_pitch__a40,ensemble,representation_hc,train_raw__wav2vec2__mfcc_pitch | train_raw__wav2vec2__mfbe_pitch | train_raw__wav2vec2__mfcc_only | train_raw__wav2vec2__mfbe_only | train_raw__wav2vec2__pitch_only,"0.4000,0.2500,0.1500,0.1000,0.1000",ensemble,ensemble,ensemble,ensemble,multi,4.612216163397062,0.5603453716945991,9895,0,,grid_film_raw_w2v2_mfccpitch_bdrop0p05_aug_aam_C_augOn_ap0p3_fn0p003_en0p002_m0p18_s30 | Mode3_film_train_raw_wav2vec2_mfbe_pitch | Mode3_film_train_raw_wav2vec2_mfcc_only | Mode3_film_train_raw_wav2vec2_mfbe_only | Mode3_film_train_raw_wav2vec2_pitch_only
full_length,ENS_representation_ptm_train_raw_ptm_mfcc_only__wav2vec2_wavlm_hubert__eq,ensemble,representation_ptm,train_raw__wav2vec2__mfcc_only | train_raw__wavlm__mfcc_only | train_raw__hubert__mfcc_only,"0.3333,0.3333,0.3333",ensemble,ensemble,ensemble,ensemble,multi,4.618928473774295,0.5427475928710979,9895,0,,Mode3_film_train_raw_wav2vec2_mfcc_only | Mode3_film_train_raw_wavlm_mfcc_only | Mode3_film_train_raw_hubert_mfcc_only
full_length,ENS_representation_hc_train_raw_hc_wav2vec2__mfcc_pitch_mfbe__a60,ensemble,representation_hc,train_raw__wav2vec2__mfcc_pitch | train_raw__wav2vec2__mfbe_only,"0.6000,0.4000",ensemble,ensemble,ensemble,ensemble,multi,4.618928473774295,0.5487027239027511,9895,0,,grid_film_raw_w2v2_mfccpitch_bdrop0p05_aug_aam_C_augOn_ap0p3_fn0p003_en0p002_m0p18_s30 | Mode3_film_train_raw_wav2vec2_mfbe_only
full_length,ENS_representation_hc_train_raw_hc_wav2vec2__mfcc_pitch_mfbe_pitch__a60,ensemble,representation_hc,train_raw__wav2vec2__mfcc_pitch | train_raw__wav2vec2__mfbe_only | train_raw__wav2vec2__pitch_only,"0.6000,0.2500,0.1500",ensemble,ensemble,ensemble,ensemble,multi,4.618928473774295,0.5505153770084649,9895,0,,grid_film_raw_w2v2_mfccpitch_bdrop0p05_aug_aam_C_augOn_ap0p3_fn0p003_en0p002_m0p18_s30 | Mode3_film_train_raw_wav2vec2_mfbe_only | Mode3_film_train_raw_wav2vec2_pitch_only
full_length,ENS_representation_ptm_train_raw_ptm_mfcc_only__wav2vec2_wavlm__a70,ensemble,representation_ptm,train_raw__wav2vec2__mfcc_only | train_raw__wavlm__mfcc_only,"0.7000,0.3000",ensemble,ensemble,ensemble,ensemble,multi,4.618928473774295,0.5522664502920768,9895,0,,Mode3_film_train_raw_wav2vec2_mfcc_only | Mode3_film_train_raw_wavlm_mfcc_only
